ticker,headline,summary,source,date,label_text,label,true_label,headline_clean,finbert_model,finbert_label,finbert_compound_score,finbert_score_positive,finbert_score_negative,finbert_score_neutral
MSFT,"Musk vs. OpenAI lawyers' closing arguments hit on Musk's ambition, Altman's character",Lawyers for Musk and OpenAI sparred in closing arguments in the blockbuster trial.,Yahoo Finance,2026-05-14,,,,"Musk vs. OpenAI lawyers' closing arguments hit on Musk's ambition, Altman's character",FinBERT,negative,-0.774280434474349,0.028793329373002052,0.8030737638473511,0.16813300549983978
MSFT,Are retail investors leaning away from software amid tech rally?,"While record-breaking rallies in tech push the US market (^DJI, ^IXIC, ^GSPC) to new heights in 2026, are retail investors still as engaged with these market dynamics that come with these massive valuations? Yahoo Finance Senior Reporters Ines Ferré and Brooke DiPalma comment on the latest trends in retail trading activity observed by JPMorgan.",Yahoo Finance Video,2026-05-14,,,,Are retail investors leaning away from software amid tech rally?,FinBERT,negative,-0.48096995800733566,0.06473780423402786,0.5457077622413635,0.3895544111728668
MSFT,Will Microsoft’s (MSFT) Capped OpenAI Deal and New AI Alliances Change Its Platform Power Narrative?,"In recent days, Microsoft appointed former EY global chairman and CEO Carmine Di Sibio to its board and saw its overhauled OpenAI partnership formalized with a reported US$38 billion cap on revenue-sharing payments, while continuing to broaden AI collaborations and infrastructure investments. These moves highlight Microsoft’s effort to balance a large, but now capped, economic exposure to OpenAI with a wider, more independent AI ecosystem spanning new startup partnerships and internal...",Simply Wall St.,2026-05-15,,,,Will Microsofts MSFT Capped OpenAI Deal and New AI Alliances Change Its Platform Power Narrative?,FinBERT,neutral,0.12156798224896193,0.1357656717300415,0.014197689481079578,0.8500366806983948
MSFT,CMA launches probe into Microsoft business software ecosystem,The UK watchdog will examine whether Microsoft has SMS in business software and whether it limits customer choice and competition.,Verdict,2026-05-15,,,,CMA launches probe into Microsoft business software ecosystem,FinBERT,neutral,0.044573476538062096,0.06934653222560883,0.02477305568754673,0.9058803915977478
MSFT,Intrusion Inc (INTZ) Q1 2026 Earnings Call Highlights: Strategic Wins and Challenges Amidst ...,"Despite a significant new contract and expanding partnerships, Intrusion Inc (INTZ) faces revenue challenges due to government contract delays.",GuruFocus.com,2026-05-15,,,,Intrusion Inc INTZ Q1 2026 Earnings Call Highlights: Strategic Wins and Challenges Amidst ...,FinBERT,positive,0.6892518550157547,0.7074192762374878,0.018167421221733093,0.2744133174419403
MSFT,Social media site with 1.3 billion users sends harsh layoffs message,"LinkedIn built its business around helping people find jobs, grow their careers, and connect with employers. Now, the Microsoft-owned professional networking platform is delivering difficult news to some of its own workers. This comes within weeks of Microsoft’s voluntary buyouts for its ...",TheStreet,2026-05-14,,,,Social media site with 1.3 billion users sends harsh layoffs message,FinBERT,negative,-0.9605187624692917,0.008251205086708069,0.9687699675559998,0.022978879511356354
MSFT,Meta Is Burning Cash With Nothing to Show for It. Buy This Stock Instead,"Meta Platforms (NASDAQ:META) is dominating headlines because Q1 looked like a blowout, with EPS of $10.44 versus $6.66 expected and revenue of $56.31 billion growing 33.1% year over year. The composition of that beat is what actually matters. That stunning beat was substantially manufactured by a one-time gift. An $8.03 billion income tax benefit tied ... Meta Is Burning Cash With Nothing to Show for It. Buy This Stock Instead",24/7 Wall St.,2026-05-14,,,,Meta Is Burning Cash With Nothing to Show for It. Buy This Stock Instead,FinBERT,neutral,-0.019415710121393204,0.030052293092012405,0.04946800321340561,0.9204797148704529
NVDA,"Stock market today: Dow, S&P 500, Nasdaq futures fall as yields rise, Trump-Xi summit ends",Inflation worries are preying on investors as they weigh the outcomes of the Trump-Xi summit in China.,Yahoo Finance,2026-05-14,,,,"Stock market today: Dow, SP 500, Nasdaq futures fall as yields rise, Trump-Xi summit ends",FinBERT,negative,-0.7729633841663599,0.020865699276328087,0.793829083442688,0.18530519306659698
NVDA,"Dow back above 50,000, US stocks hit new records on AI rally","US stocks (^DJI, ^IXIC, ^GSPC) close Thursday's session higher after the Dow Jones Industrial Average crossed back above 50,000 points on the winds of the latest AI rally. Yahoo Finance Senior Markets Reporter Ines Ferré highlights the leaders and biggest gainers in the semiconductor trade.",Yahoo Finance Video,2026-05-14,,,,"Dow back above 50,000, US stocks hit new records on AI rally",FinBERT,positive,0.7731265127658844,0.8374288082122803,0.06430229544639587,0.09826892614364624
NVDA,Why Cerebras AI chips stand out in the Nvidia-dominated market,"Cerebras' chips are far different from Nvidia's, but both are designed to power AI data centers.",Yahoo Finance,2026-05-14,,,,Why Cerebras AI chips stand out in the Nvidia-dominated market,FinBERT,neutral,0.09528284333646297,0.11196877062320709,0.016685927286744118,0.8713453412055969
NVDA,What's driving the meteoric rise of the DRAM ETF,"The Roundhill Memory ETF (DRAM) has become the fastest-growing ETF ever, soaring past $6.5 billion in managed assets. This comes as memory chip stocks like Micron Technology (MU) surge by 180% year-to-date in 2026 and Sandisk (SNDK) skyrocketing over 3,200% over the past year alone. Roundhill Investments CEO Dave Mazza — whose firm manages the fund — comes on Market Catalyst to talk about the ETF's growth and the supply and demand dynamics at play with AI data center projects.",Yahoo Finance Video,2026-05-14,,,,What's driving the meteoric rise of the DRAM ETF,FinBERT,neutral,0.03617450222373009,0.05882194638252258,0.022647444158792496,0.9185306429862976
NVDA,Photonics is 'phase 3' of AI infrastructure build. But what is photonics?,"The Nasdaq Composite (^IXIC) leads Wednesday's stock gains alongside the S&P 500 (^GSPC), the former ending the trading day 1.2% higher as the sector rallied. IDX Advisors CIO Ben McMillan comes on Market Domination Overtime to explain the demand for photonics technology — or the use of laser and light to transmit data — that could be the next phase of the AI Revolution.",Yahoo Finance Video,2026-05-14,,,,Photonics is 'phase 3' of AI infrastructure build. But what is photonics?,FinBERT,neutral,0.02919904701411724,0.046139996498823166,0.016940949484705925,0.9369190335273743
NVDA,2 Growth Stocks Are the Smarter Plays in the AI Supercycle Than Nvidia Right Now,AMD and Broadcom could outperform Nvidia in the coming years.,Motley Fool,2026-05-15,,,,2 Growth Stocks Are the Smarter Plays in the AI Supercycle Than Nvidia Right Now,FinBERT,neutral,0.05319083668291569,0.07229580730199814,0.01910497061908245,0.9085992574691772
NVDA,Better Space Stock: Firefly Aerospace vs. Intuitive Machines,Space stocks have been rallying since news of SpaceX's IPO dropped in March. Which of these two stocks is worth a look while you wait for SpaceX to go public?,Motley Fool,2026-05-15,,,,Better Space Stock: Firefly Aerospace vs. Intuitive Machines,FinBERT,positive,0.7021596264094114,0.7157432436943054,0.01358361728489399,0.27067315578460693
NVDA,Zacks Investment Ideas feature highlights: IREN and NVIDIA,"IREN is accelerating its AI infrastructure push with NVIDIA partnerships, secured power capacity and a $10 billion revenue backlog.",Zacks,2026-05-15,,,,Zacks Investment Ideas feature highlights: IREN and NVIDIA,FinBERT,neutral,0.029957104474306107,0.04692653566598892,0.016969431191682816,0.9361040592193604
NVDA,Will a Strategic Pivot to China Save Struggling Wendy's?,"Wendy's signed an agreement to open up to 1,000 locations in China over the next decade.",Motley Fool,2026-05-15,,,,Will a Strategic Pivot to China Save Struggling Wendy's?,FinBERT,neutral,0.17173634842038155,0.21511022746562958,0.04337387904524803,0.7415159344673157
AMZN,AI hyperscalers are 'falling behind' if they're not spending: Strategist,"As AI chip stock rally and push the market (^DJI, ^IXIC, ^GSPC) to new record highs, Hamilton Capital Partners CIO Alonso Munoz comes on Market Domination to speak more on the lofty capex spending these hyperscalers continue to invest into artificial intelligence.",Yahoo Finance Video,2026-05-14,,,,AI hyperscalers are 'falling behind' if they're not spending: Strategist,FinBERT,negative,-0.8202057424932718,0.0162357147783041,0.8364414572715759,0.14732283353805542
AMZN,"Cisco surges on Q3 AI demand, while cutting 4,000 jobs in AI overhaul","Cisco Systems (CSCO) stock has surged by double-digits since reporting fiscal third quarter results in Wednesday's extended hours, topping Wall Street expectations with revenue of $15.84 billion and adjusted earnings of $1.06 per share. This comes after the cloud operator laid off 4,000 workers as part of a new AI-focused restructuring. Hennion & Walsh CIO Kevin Mahn and Yahoo Finance Senior Reporters Ines Ferré and Brooke DiPalma take a closer look at the AI demand propelling Cisco, the cloud operator's outlook, and its recent job cuts.",Yahoo Finance Video,2026-05-14,,,,"Cisco surges on Q3 AI demand, while cutting 4,000 jobs in AI overhaul",FinBERT,negative,-0.37859785556793213,0.3005602955818176,0.6791581511497498,0.02028164081275463
AMZN,Vuzix Q1 Earnings Call Highlights,"Vuzix (NASDAQ:VUZI) reported a smaller first-quarter loss as operating expenses declined, while revenue fell year over year amid lower product sales, management said on the company’s first-quarter 2026 earnings call. Chief Executive Officer Paul Travers said the company is continuing to focus its s",MarketBeat,2026-05-15,,,,Vuzix Q1 Earnings Call Highlights,FinBERT,neutral,-0.04284289851784706,0.029956545680761337,0.0727994441986084,0.8972440361976624
AMZN,FitLife Brands Inc (FTLF) Q1 2026 Earnings Call Highlights: Revenue Surge Amidst Acquisition Gains,"FitLife Brands Inc (FTLF) reports a 59% revenue increase driven by strategic acquisitions, despite challenges in gross margins and net income.",GuruFocus.com,2026-05-15,,,,FitLife Brands Inc FTLF Q1 2026 Earnings Call Highlights: Revenue Surge Amidst Acquisition Gains,FinBERT,positive,0.8145995065569878,0.8855893015861511,0.07098979502916336,0.04342091083526611
AMZN,Cerebras Raises $5.55 Billion IPO at $40 Billion Valuation,AI chipmaker priced shares above range as IPO demand exceeded available shares more than 20 times.,GuruFocus.com,2026-05-15,,,,Cerebras Raises $5.55 Billion IPO at $40 Billion Valuation,FinBERT,neutral,0.10391700081527233,0.12113629281520844,0.017219291999936104,0.8616443872451782
AMZN,FitLife Brands Q1 Earnings Call Highlights,"FitLife Brands (NASDAQ:FTLF) reported sharply higher first-quarter 2026 revenue, driven by the acquisition of Irwin, while profitability declined as the company absorbed lower Irwin margins and higher acquisition-related expenses. Chief Executive Officer Dayton Judd said total revenue for the quart",MarketBeat,2026-05-15,,,,FitLife Brands Q1 Earnings Call Highlights,FinBERT,neutral,-0.0217539444565773,0.049535490572452545,0.07128943502902985,0.8791750073432922
AMZN,Amazon Rallies 36% as AI Push Drives Market Value Toward $3 Trillion,AWS growth and $225 billion in AI chip commitments are strengthening investor confidence in Amazon's long-term AI strategy.,GuruFocus.com,2026-05-14,,,,Amazon Rallies 36% as AI Push Drives Market Value Toward $3 Trillion,FinBERT,positive,0.6982361823320389,0.8268142938613892,0.12857811152935028,0.04460762441158295
AMZN,Amazon Expands Smaller Whole Foods Stores,Amazon is bringing its compact Whole Foods format to more major cities as it targets urban shoppers.,GuruFocus.com,2026-05-14,,,,Amazon Expands Smaller Whole Foods Stores,FinBERT,neutral,0.34084249287843704,0.40111395716667175,0.06027146428823471,0.5386145710945129
AMZN,3 Top Stocks That Growth Investors Should Buy Now,"Nvidia, Amazon, and Meta Platforms all have plenty of upside potential.",Motley Fool,2026-05-14,,,,3 Top Stocks That Growth Investors Should Buy Now,FinBERT,neutral,0.08939602971076965,0.1034766212105751,0.01408059149980545,0.8824427723884583
META,Meta Platforms Confronts AI Talent Draft Protests And Escalating Regulatory Pressure,"Meta Platforms is facing internal protests over new mouse tracking workplace monitoring tools and a large scale reassignment of engineers into its Applied AI Engineering division. Regulators in the US are increasing pressure on the company with a major California lawsuit focused on AI use in scam ads and potentially predatory advertising practices. In the EU, Meta Platforms is opening WhatsApp access to rival AI chatbots as it responds to competition and content rules under the Digital...",Simply Wall St.,2026-05-15,,,,Meta Platforms Confronts AI Talent Draft Protests And Escalating Regulatory Pressure,FinBERT,negative,-0.9368610167875886,0.013182303868234158,0.9500433206558228,0.036774326115846634
META,Canada's Cohere embraces 'low drama' amid AI giant tumult,"In an industry that runs on hype and grand gestures, Canadian AI firm Cohere is charting a different course from Silicon Valley.The deal, backed by both the Canadian and German governments, is designed to position Cohere as a sovereign alternative for businesses to American AI giants in the European market, as well as in Asia.",AFP,2026-05-15,,,,Canada's Cohere embraces 'low drama' amid AI giant tumult,FinBERT,negative,-0.15687918663024902,0.2511916756629944,0.4080708622932434,0.3407374918460846
META,Meta Platforms Looks Like a Bargain Right Now,Meta Platforms might be one of the most undervalued tech stocks right now.,Motley Fool,2026-05-14,,,,Meta Platforms Looks Like a Bargain Right Now,FinBERT,neutral,0.06261765025556087,0.07496221363544464,0.012344563379883766,0.912693202495575
META,Elon Musk’s SpaceXAI has been bleeding staff since its merger,"More than 50 employees have reportedly left Elon Musk’s newly merged SpaceXAI since February, raising questions about burnout, leadership changes, talent poaching, and whether liquidity events weakened retention incentives.",TechCrunch,2026-05-14,,,,Elon Musks SpaceXAI has been bleeding staff since its merger,FinBERT,negative,-0.9394759675487876,0.008486376143991947,0.9479623436927795,0.043551281094551086
META,Cerebras Stock Jumps 68% After Blockbuster IPO. CEO Sees Bigger Things Ahead.,"Cerebras’ IPO comes at a dramatic time, with chip stocks surging and many at or near all-time highs.",Barrons.com,2026-05-14,,,,Cerebras Stock Jumps 68% After Blockbuster IPO. CEO Sees Bigger Things Ahead.,FinBERT,positive,0.7190546840429306,0.7756520509719849,0.05659736692905426,0.1677505522966385
GOOGL,Alphabet's $60 Billion AI Debt Blitz Puts Credit Markets On Alert,Alphabet's global bond push highlights rising AI funding needs and growing pressure on overseas credit markets.,GuruFocus.com,2026-05-15,,,,Alphabet's $60 Billion AI Debt Blitz Puts Credit Markets On Alert,FinBERT,negative,-0.7041740491986275,0.09511017054319382,0.7992842197418213,0.10560557246208191
GOOGL,Meta Stock vs. Google Stock: One Is Clearly the Better Buy for the Next 10 Years,"Both Big Tech stocks look like long-term winners, but one clearly has the upper hand.",Barchart,2026-05-14,,,,Meta Stock vs. Google Stock: One Is Clearly the Better Buy for the Next 10 Years,FinBERT,positive,0.7250063149258494,0.7356178760528564,0.010611561127007008,0.2537706196308136
GOOGL,‘LifeHack’ Review: A High-Tech Heist,A group of digital-savvy Gen-Zers try to pull off a crypto caper in the impressively entertaining feature debut from writer-director Ronan Corrigan.,The Wall Street Journal,2026-05-14,,,,LifeHack Review: A High-Tech Heist,FinBERT,neutral,-0.24631924368441105,0.02706112526357174,0.2733803689479828,0.6995585560798645
TSLA,"Tesla, Toyota expose surprising auto industry truth","Toyota Motor (TM) and Tesla (TSLA) are generally seen as rivals in the global auto business. Toyota is the manufacturing powerhouse, selling more than 11 million automobiles a year in almost every major market. Tesla is the electric vehicle disruptor that pushed the industry to embrace batteries, ...",TheStreet,2026-05-15,,,,"Tesla, Toyota expose surprising auto industry truth",FinBERT,neutral,0.11144312843680382,0.14502361416816711,0.033580485731363297,0.8213959336280823
TSLA,Elon Musk's Tesla Launches Affordable Financing Plan After Dropping Out Of China's Top EV 10 Makers,"Tesla Inc. has dropped out of the top ten EV companies in the Chinese domestic market as the Elon Musk-led EV giant’s retail sales fell in April. Tesla Drops Out Of Top 10 In a report by CnEVPost on Tuesday,...",Benzinga,2026-05-14,,,,Elon Musk's Tesla Launches Affordable Financing Plan After Dropping Out Of China's Top EV 10 Makers,FinBERT,positive,0.6806647926568985,0.7767428755760193,0.09607808291912079,0.12717898190021515
TSLA,Tesla Stock Wobbles as China Self-Driving Talks Heat Up Again,Elon Musk's China Push Puts Tesla Self-Driving Dreams Back in Focus,GuruFocus.com,2026-05-14,,,,Tesla Stock Wobbles as China Self-Driving Talks Heat Up Again,FinBERT,negative,-0.937400502152741,0.010243612341582775,0.9476441144943237,0.042112283408641815
TSLA,Tesla China Talks Put FSD Prospects And Valuation Risks In Focus,"Elon Musk joined President Trump’s delegation to China for high level talks with Chinese officials. During the visit, President Xi Jinping told Musk and other US CEOs that China plans to open its door wider to American companies. The trip raised investor focus on potential implications for Tesla’s Full Self Driving software, supply chain, and China based operations. Tesla (NasdaqGS:TSLA) is a major electric vehicle and clean energy company with large scale manufacturing and sales exposure...",Simply Wall St.,2026-05-14,,,,Tesla China Talks Put FSD Prospects And Valuation Risks In Focus,FinBERT,neutral,0.3890264118090272,0.4014124274253845,0.012386015616357327,0.5862016081809998
TSLA,"Tesla robotaxi rollout features long wait times, safety concerns","STORY: Tesla's robotaxi service is experiencing significant operational problems in Texas, raising questions about CEO Elon Musk’s ambitious vision for a near future full of driverless cars.Reuters testing in Dallas, Houston and Austin found long wait times exceeding 30 minutes, limited availability and navigation problems.In one case, a 20‑minute trip in Dallas stretched to nearly two hours.The service remains confined to those three Texas cities despite Musk predicting last July that robotaxis would serve half the U.S. population by the end of 2025.&nbsp;Much of Tesla’s $1.6 trillion valuation hinges on investor belief that the company will soon unleash a vast fleet of robotaxis.But analysts say the expansion is moving slower than expected, with Musk now describing a more “cautious approach” to avoid injuries or fatalities.In the meantime, experts have raised concerns about the technology's limits, including Peter Stone, a computer science professor at the University of Texas at Austin.“People, at least so far, tend to be much better at unexpected situations and being able to reason about something that you've never seen before. But to be able to figure out on the fly what to do, especially if you're using a machine learning-based system, it relies critically on the training data that's been given. And if you come up with a completely, what's known as out of distribution, which is sort of a code word for just new or novel situation, then it's going to be much more difficult for a software-based system to react than people are.”&nbsp;Police in Austin said Tesla's robotaxis tend to ignore posted speed limits, noting that vehicles in test rides last year drove 5 mph above the speed limit.&nbsp;&nbsp;Since August, Tesla has reported 15 robotaxi crashes in Austin to federal regulators.Most did not involve injuries, but one involved someone being&nbsp;sent to the hospital.Tesla has requested that all information about the incidents be kept confidential, according to police.Tesla did not respond to Reuters requests for comment.",Reuters Videos,2026-05-14,,,,"Tesla robotaxi rollout features long wait times, safety concerns",FinBERT,neutral,-0.09207521937787533,0.029804812744259834,0.12188003212213516,0.8483151197433472
TSLA,How Lucid Went From Near-Term Upside to Major Disappointment,"Lucid delivered multiple consecutive quarters of growth, poised to expand further with the launch of Gravity. Unfortunately, past problems are reappearing.",Motley Fool,2026-05-14,,,,How Lucid Went From Near-Term Upside to Major Disappointment,FinBERT,neutral,0.08985310420393944,0.1340019851922989,0.04414888098835945,0.8218491673469543
JPM,How The SSE (LSE:SSE) Investment Story Is Shifting As Analysts Split On Valuation,"Analysts have made only a marginal adjustment to SSE's fair value, with the price target now set at £27.38 compared with the prior £27.34. Behind this, you are seeing a mix of higher targets such as £28.50 and a £3.45 uplift at JPMorgan on one side, and a downgrade from firms like Goldman Sachs on the other, reflecting a clear split in how the story is being read. As you read on, you will see how these shifting targets feed into an evolving narrative you can track over time. Analyst Price...",Simply Wall St.,2026-05-15,,,,How The SSE LSE:SSE Investment Story Is Shifting As Analysts Split On Valuation,FinBERT,neutral,-0.22712324000895023,0.03030618093907833,0.25742942094802856,0.7122644186019897
JPM,Where is JPMorgan Chase’s headquarters? Inside the banking giant’s new NYC tower,"For over a century, skyscrapers have served as the ultimate symbols of corporate power and ambition, showcasing the latest in technological and engineering advancements while reaching ever higher toward the sky. Perhaps no other building better displays where a business has been — and where it’s ...",TheStreet,2026-05-15,,,,Where is JPMorgan Chases headquarters? Inside the banking giants new NYC tower,FinBERT,neutral,-0.03122994489967823,0.023334378376603127,0.05456432327628136,0.9221012592315674
JPM,JPMorgan’s New Ethereum Money Market Fund Might Change The Case For Investing In JPMorgan Chase (JPM),"In early May 2026, JPMorgan Chase filed with regulators to launch its second tokenized money market fund on Ethereum, expanding its blockchain-based, Treasury-focused liquidity products for institutional clients. This move deepens JPMorgan’s use of public blockchain rails and positions its tokenized funds as potential reserve assets for regulated stablecoin issuers under the GENIUS Act. We’ll now examine how JPMorgan’s growing Ethereum-based tokenized money market funds could reshape its...",Simply Wall St.,2026-05-15,,,,JPMorgans New Ethereum Money Market Fund Might Change The Case For Investing In JPMorgan Chase JPM,FinBERT,neutral,0.06573320552706718,0.07922578603029251,0.013492580503225327,0.9072816371917725
JPM,International Value Stocks Crush S&P With 40% Return,JPMorgan's Paul Quinsee says global value strategies offer strong returns with limited exposure to technology and the Magnificent 7.,GuruFocus.com,2026-05-14,,,,International Value Stocks Crush SP With 40% Return,FinBERT,negative,-0.28983771800994873,0.3376922607421875,0.6275299787521362,0.03477776423096657
JPM,Berkshire Hathaway Had a Busy First Quarter. 10 Stocks It Might Have Sold.,"Berkshire Hathaway had one of its most active quarters for equity purchases and sales in the first three months of the year, and investors will find out about those changes Friday.  Berkshire’s smaller equity holdings likely were most affected.  Berkshire bought $16 billion of stocks in the first quarter of 2026 and sold $24 billion, making it one of the most active periods for the company in recent years, based on information from the 10-Q report that was released on May 2 in conjunction with its first-quarter earnings.",Barrons.com,2026-05-14,,,,Berkshire Hathaway Had a Busy First Quarter. 10 Stocks It Might Have Sold.,FinBERT,neutral,0.014707066118717194,0.13398051261901855,0.11927344650030136,0.7467460632324219
JPM,"Jamie Dimon Warns JPMorgan Will Reconsider New London HQ If UK Turns 'Hostile' To Banks: 'If That Happens Too Much, We Will...'","Jamie Dimon, the chairman and CEO of JP Morgan Chase & Co., said the bank could reconsider its multibillion-dollar London headquarters expansion if the UK becomes ""hostile to banks"" again through higher taxes and stricter regulations. Speaking to Bloomberg TV...",Benzinga,2026-05-14,,,,"Jamie Dimon Warns JPMorgan Will Reconsider New London HQ If UK Turns 'Hostile' To Banks: 'If That Happens Too Much, We Will...'",FinBERT,negative,-0.8506571818143129,0.0228376816958189,0.8734948635101318,0.10366742312908173
JPM,Why Is JPMorgan Chase & Co. (JPM) Down 1.9% Since Last Earnings Report?,JPMorgan Chase & Co. (JPM) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,Zacks,2026-05-14,,,,Why Is JPMorgan Chase  Co. JPM Down 1.9% Since Last Earnings Report?,FinBERT,negative,-0.959434237331152,0.00949547067284584,0.9689297080039978,0.021574782207608223
JPM,"Retail Sales Rise Solidly, But Signs of a Consumer Spending Pullback Emerge","Sales at U.S. retailers rose modestly in April, with spending proving more uneven in the face of higher fuel prices.  There is “little sign” that higher fuel costs are forcing consumers to cut back dramatically on their overall spending as of yet, he notes, though that pressure is expected to build in the coming months.  Nominal spending on essentials held up relatively well in April, though much of that is likely a result of higher prices.",Barrons.com,2026-05-14,,,,"Retail Sales Rise Solidly, But Signs of a Consumer Spending Pullback Emerge",FinBERT,negative,-0.41404807567596436,0.28352296352386475,0.6975710391998291,0.018905960023403168
JPM,$300 Billion AI Debt Binge Spreads From Wall Street to Tokyo,"(Bloomberg) -- Bankers were still putting the final touches on Alphabet Inc.’s blockbuster $17 billion of bond sales when word started to spread Monday morning on Wall Street: the company is already hawking more debt.Most Read from BloombergIran’s Kharg Island Oil Jetties Empty Again Yesterday, Satellite ShowsWhat Is The Thucydides Trap and Why Did Xi Raise It With Trump?Trump Says China Offered Help With Iran as Ship Seized Near UAEXi Tells US CEOs on Trump Visit That China Will Open Up MoreThi",Bloomberg,2026-05-14,,,,$300 Billion AI Debt Binge Spreads From Wall Street to Tokyo,FinBERT,neutral,-0.2717589922249317,0.05674610659480095,0.32850509881973267,0.6147488355636597
JPM,"JPMorgan vs. Truist: A Battle of Scale, Stability and Growth","JPM's scale, $4.9T assets and dividend firepower face off with Truist's discounted valuation and recovery plan. Who has the edge? Let's find out.",Zacks,2026-05-14,,,,"JPMorgan vs. Truist: A Battle of Scale, Stability and Growth",FinBERT,neutral,0.12293971329927444,0.14295826852321625,0.020018555223941803,0.8370231986045837
